"ID","DONATION_CONTACT_ID","DONATION_TIMESTAMP","DONATION_TARGET","DONATION_CURRENCY","DONATION_AMOUNT","STATUS"
"a064E000004DRJFQA4","6","2014-05-13T23:00:00.000Z","a0758000002kNH4AAM","GBP","300","Item Created"
"a064E000004DRJGQA4","6","2014-08-26T23:00:00.000Z","a0758000002kNH4AAM","GBP","200","Item Created"
"a064E000004DRJHQA4","6","2015-03-18T18:30:00.000Z","a0758000002kNH4AAM","GBP","1250","Item Created"
"a064E000004DRJIQA4","6","2015-03-24T18:30:00.000Z","a0758000002kNH4AAM","GBP","1250","Item Created"
"a064E000004DRJJQA4","6","2015-03-31T18:30:00.000Z","a0758000002kNH4AAM","GBP","1250","Item Created"
"a064E000004DRJKQA4","71","2011-12-31T00:00:00.000Z","a0758000002kNDHAA2","USD","158.26","Item Created"
"a064E000004DRJLQA4","71","2011-12-31T00:00:00.000Z","a0758000002kNNlAAM","USD","390","Item Created"
"a064E000004DRJMQA4","71","2012-12-31T00:00:00.000Z","a0758000002kNDHAA2","USD","475.5","Item Created"
"a064E000004DRJNQA4","71","2012-12-31T00:00:00.000Z","a0758000002kNNlAAM","USD","1268","Item Created"
"a064E000004DRJOQA4","71","2014-04-26T23:00:00.000Z","a0758000002kNNlAAM","GBP","420","Item Created"
"a064E000004DRJPQA4","71","2014-01-01T00:00:00.000Z","a0758000002kNNlAAM","GBP","50","Item Created"
"a064E000004DRJQQA4","71","2014-02-01T00:00:00.000Z","a0758000002kNNlAAM","GBP","50","Item Created"
"a064E000004DRJRQA4","71","2014-03-01T00:00:00.000Z","a0758000002kNNlAAM","GBP","50","Item Created"
"a064E000004DRJSQA4","71","2014-03-31T23:00:00.000Z","a0758000002kNNlAAM","GBP","50","Item Created"
"a064E000004DRJTQA4","71","2014-04-30T23:00:00.000Z","a0758000002kNNlAAM","GBP","50","Item Created"
"a064E000004DRJUQA4","71","2013-01-01T00:00:00.000Z","a0758000002kNNlAAM","GBP","50","Item Created"
"a064E000004DRJVQA4","71","2013-02-01T00:00:00.000Z","a0758000002kNNlAAM","GBP","50","Item Created"
"a064E000004DRJWQA4","71","2013-03-01T00:00:00.000Z","a0758000002kNNlAAM","GBP","50","Item Created"
"a064E000004DRJXQA4","71","2013-03-31T23:00:00.000Z","a0758000002kNNlAAM","GBP","50","Item Created"
"a064E000004DRJYQA4","71","2013-04-30T23:00:00.000Z","a0758000002kNNlAAM","GBP","50","Item Created"
"a064E000004DRJZQA4","71","2013-05-31T23:00:00.000Z","a0758000002kNNlAAM","GBP","50","Item Created"
"a064E000004DRJaQAO","71","2013-06-30T23:00:00.000Z","a0758000002kNNlAAM","GBP","50","Item Created"
"a064E000004DRJbQAO","71","2013-07-31T23:00:00.000Z","a0758000002kNNlAAM","GBP","50","Item Created"
"a064E000004DRJcQAO","71","2013-08-31T23:00:00.000Z","a0758000002kNNlAAM","GBP","50","Item Created"
"a064E000004DRJdQAO","71","2013-09-30T23:00:00.000Z","a0758000002kNNlAAM","GBP","50","Item Created"
"a064E000004DRJeQAO","71","2013-11-01T00:00:00.000Z","a0758000002kNNlAAM","GBP","50","Item Created"
"a064E000004DRJfQAO","71","2013-12-01T00:00:00.000Z","a0758000002kNNlAAM","GBP","50","Item Created"
"a064E000004DRJgQAO","71","2013-05-08T23:00:00.000Z","a0758000002kNNlAAM","GBP","250","Item Created"
"a064E000004DRJhQAO","71","2013-12-31T00:00:00.000Z","a0758000002kNDHAA2","GBP","31.25","Item Created"
"a064E000004DRJiQAO","71","2013-12-31T00:00:00.000Z","a0758000002kNNlAAM","GBP","31.25","Item Created"
"a064E000004DRJjQAO","71","2013-12-31T00:00:00.000Z","a0758000002kNGHAA2","GBP","31.25","Item Created"
"a064E000004DRJkQAO","71","2013-12-31T00:00:00.000Z","a0758000002kNMyAAM","GBP","31.25","Item Created"
"a064E000004DRJlQAO","72","2014-05-25T08:00:00.000Z","a0758000002kNFvAAM","USD","2400","Item Created"
"a064E000004DRJmQAO","72","2013-07-13T23:00:00.000Z","a0758000002kNFtAAM","USD","9425","Item Created"
"a064E000004DRJnQAO","72","2012-07-13T23:00:00.000Z","a0758000002kNFtAAM","USD","9625","Item Created"
"a064E000004DRJoQAO","72","2013-07-13T23:00:00.000Z","a0758000002kNMBAA2","USD","800","Item Created"
"a064E000004DRJpQAO","72","2014-03-16T00:00:00.000Z","a0758000002kNPIAA2","USD","2900","Item Created"
"a064E000004DRJqQAO","72","2014-03-16T00:00:00.000Z","a0758000002kNMRAA2","USD","4175","Item Created"
"a064E000004DRJrQAO","72","2014-03-16T00:00:00.000Z","a0758000002kNHyAAM","USD","3600","Item Created"
"a064E000004DRJsQAO","72","2014-03-16T00:00:00.000Z","a0758000002kNFuAAM","USD","6125","Item Created"
"a064E000004DRJtQAO","55","2014-03-01T00:00:00.000Z","a0758000002kNNlAAM","GBP","100","Item Created"
"a064E000004DRJuQAO","55","2013-11-14T23:00:00.000Z","a0758000002kNDHAA2","GBP","20","Item Created"
"a064E000004DRJvQAO","55","2013-03-07T23:00:00.000Z","a0758000002kNDHAA2","GBP","100","Item Created"
"a064E000004DRJwQAO","55","2012-10-06T22:00:00.000Z","a0758000002kNDHAA2","GBP","50","Item Created"
"a064E000004DRJxQAO","55","2012-01-14T23:00:00.000Z","a0758000002kNDHAA2","GBP","20","Item Created"
"a064E000004DRJyQAO","55","2011-11-22T23:00:00.000Z","a0758000002kNNlAAM","GBP","20","Item Created"
"a064E000004DRJzQAO","55","2014-05-20T22:00:00.000Z","a0758000002kNHiAAM","GBP","147","Item Created"
"a064E000004DRK0QAO","55","2014-05-29T16:43:02.000Z","a0758000002kNDHAA2","USD","2.5","Item Created"
"a064E000004DRK1QAO","55","2014-05-29T16:43:02.000Z","a0758000002kNNlAAM","USD","2.5","Item Created"
"a064E000004DRK2QAO","55","2014-05-29T16:43:02.000Z","a0758000002kNGHAA2","USD","2.5","Item Created"
"a064E000004DRK3QAO","55","2014-05-29T16:43:02.000Z","a0758000002kNMyAAM","USD","2.5","Item Created"
"a064E000004DRK4QAO","55","2014-07-05T22:00:00.000Z","a0758000002kNGHAA2","GBP","10","Item Created"
"a064E000004DRK5QAO","55","2014-07-05T22:00:00.000Z","a0758000002kNDHAA2","GBP","25","Item Created"
"a064E000004DRK6QAO","77","2014-04-03T23:00:00.000Z","a0758000002kNGGAA2","USD","3000","Item Created"
"a064E000004DRK7QAO","77","2013-04-03T23:00:00.000Z","a0758000002kNDHAA2","USD","11111","Item Created"
"a064E000004DRK8QAO","77","2014-04-04T16:44:15.000Z","a0758000002kNDHAA2","GBP","3000","Item Created"
"a064E000004DRK9QAO","77","2014-04-04T16:44:16.000Z","a0758000002kNGGAA2","GBP","3000","Item Created"
"a064E000004DRKAQA4","86","2014-04-03T23:00:00.000Z","a0758000002kNNlAAM","GBP","20","Item Created"
"a064E000004DRKBQA4","86","2014-11-12T00:00:00.000Z","a0758000002kNDHAA2","GBP","50","Item Created"
"a064E000004DRKCQA4","87","2013-10-06T23:00:00.000Z","a0758000002kNDHAA2","GBP","2500","Item Created"
"a064E000004DRKDQA4","87","2013-11-07T00:00:00.000Z","a0758000002kNDHAA2","GBP","2500","Item Created"
"a064E000004DRKEQA4","87","2013-12-09T00:00:00.000Z","a0758000002kNDHAA2","GBP","2500","Item Created"
"a064E000004DRKFQA4","87","2014-01-02T00:00:00.000Z","a0758000002kNHwAAM","GBP","2500","Item Created"
"a064E000004DRKGQA4","87","2014-01-18T00:00:00.000Z","a0758000002kNHwAAM","GBP","6875","Item Created"
"a064E000004DRKHQA4","87","2014-02-02T00:00:00.000Z","a0758000002kNHwAAM","GBP","2500","Item Created"
"a064E000004DRKIQA4","87","2014-03-28T00:00:00.000Z","a0758000002kNHwAAM","GBP","2500","Item Created"
"a064E000004DRKJQA4","87","2014-04-01T23:00:00.000Z","a0758000002kNHwAAM","GBP","2500","Item Created"
"a064E000004DRKKQA4","87","2014-03-02T00:00:00.000Z","a0758000002kNHwAAM","GBP","2500","Item Created"
"a064E000004DRKLQA4","87","2014-04-11T23:00:00.000Z","a0758000002kNCqAAM","GBP","10000","Item Created"
"a064E000004DRKMQA4","87","2014-05-01T23:00:00.000Z","a0758000002kNHwAAM","GBP","2500","Item Created"
"a064E000004DRKNQA4","87","2014-05-16T23:00:00.000Z","a0758000002kNCqAAM","GBP","10000","Item Created"
"a064E000004DRKOQA4","87","2014-06-01T23:00:00.000Z","a0758000002kNHwAAM","GBP","1250","Item Created"
"a064E000004DRKPQA4","87","2014-08-29T23:00:00.000Z","a0758000002kNCqAAM","GBP","12500","Item Created"
"a064E000004DRKQQA4","87","2015-03-12T00:00:00.000Z","a0758000002kNDHAA2","GBP","44870","Item Created"
"a064E000004DRKRQA4","87","2015-02-15T00:00:00.000Z","a0758000002kNDHAA2","GBP","2600","Item Created"
"a064E000004DRKSQA4","87","2015-02-02T00:00:00.000Z","a0758000002kNDHAA2","GBP","27397.5","Item Created"
"a064E000004DRKTQA4","87","2015-03-12T00:00:00.000Z","a0758000002kNFHAA2","GBP","5130","Item Created"
"a064E000004DRKUQA4","87","2015-03-23T00:00:00.000Z","a0758000002kNI9AAM","GBP","12500","Item Created"
"a064E000004DRKVQA4","87","2015-03-24T00:00:00.000Z","a0758000002kNI9AAM","GBP","12500","Item Created"
"a064E000004DRKWQA4","89","2011-12-31T00:00:00.000Z","a0758000002kNGHAA2","GBP","98.28","Item Created"
"a064E000004DRKXQA4","89","2012-12-31T00:00:00.000Z","a0758000002kNNlAAM","GBP","158.5","Item Created"
"a064E000004DRKYQA4","89","2013-02-04T00:00:00.000Z","a0758000002kNNlAAM","GBP","150","Item Created"
"a064E000004DRKZQA4","89","2013-05-12T23:00:00.000Z","a0758000002kNNlAAM","GBP","155","Item Created"
"a064E000004DRKaQAO","89","2013-11-21T00:00:00.000Z","a0758000002kNDHAA2","GBP","300","Item Created"
"a064E000004DRKbQAO","89","2014-12-31T00:00:00.000Z","a0758000002kNDHAA2","GBP","572.5","Item Created"
"a064E000004DRKcQAO","89","2014-12-31T00:00:00.000Z","a0758000002kNHwAAM","GBP","229","Item Created"
"a064E000004DRKdQAO","89","2014-12-31T00:00:00.000Z","a0758000002kNNlAAM","GBP","229","Item Created"
"a064E000004DRKeQAO","89","2014-12-07T00:00:00.000Z","a0758000002kNPNAA2","GBP","114.5","Item Created"
"a064E000004DRKfQAO","94","2015-01-05T00:00:00.000Z","a0758000002kNGvAAM","GBP","10000","Item Created"
"a064E000004DRKgQAO","94","2015-01-05T00:00:00.000Z","a0758000002kNHjAAM","GBP","2500","Item Created"
"a064E000004DRKhQAO","95","2013-09-30T23:00:00.000Z","a0758000002kNDHAA2","GBP","325","Item Created"
"a064E000004DRKiQAO","95","2013-11-01T00:00:00.000Z","a0758000002kNDHAA2","GBP","650","Item Created"
"a064E000004DRKjQAO","95","2013-12-01T00:00:00.000Z","a0758000002kNF9AAM","GBP","625","Item Created"
"a064E000004DRKkQAO","95","2014-01-01T00:00:00.000Z","a0758000002kNF9AAM","GBP","625","Item Created"
"a064E000004DRKlQAO","95","2014-01-01T00:00:00.000Z","a0758000002kNIAAA2","GBP","312.5","Item Created"
"a064E000004DRKmQAO","95","2014-02-01T00:00:00.000Z","a0758000002kNF9AAM","GBP","625","Item Created"
"a064E000004DRKnQAO","95","2014-02-01T00:00:00.000Z","a0758000002kNIAAA2","GBP","625","Item Created"
"a064E000004DRKoQAO","95","2014-03-01T00:00:00.000Z","a0758000002kNF9AAM","GBP","625","Item Created"
"a064E000004DRKpQAO","95","2014-03-01T00:00:00.000Z","a0758000002kNIAAA2","GBP","937.5","Item Created"
"a064E000004DRKqQAO","95","2014-03-31T23:00:00.000Z","a0758000002kNF9AAM","GBP","625","Item Created"
"a064E000004DRKrQAO","95","2014-03-31T23:00:00.000Z","a0758000002kNIAAA2","GBP","937.5","Item Created"
"a064E000004DRKsQAO","95","2014-04-30T23:00:00.000Z","a0758000002kNF9AAM","GBP","625","Item Created"
"a064E000004DRKtQAO","95","2014-04-30T23:00:00.000Z","a0758000002kNIAAA2","GBP","625","Item Created"
"a064E000004DRKuQAO","95","2014-05-31T23:00:00.000Z","a0758000002kNF9AAM","GBP","625","Item Created"
"a064E000004DRKvQAO","95","2014-05-31T23:00:00.000Z","a0758000002kNIAAA2","GBP","937.5","Item Created"
"a064E000004DRKwQAO","95","2014-06-30T23:00:00.000Z","a0758000002kNIAAA2","GBP","937.5","Item Created"
"a064E000004DRKxQAO","95","2014-06-30T23:00:00.000Z","a0758000002kNF9AAM","GBP","625","Item Created"
"a064E000004DRKyQAO","95","2014-12-01T00:00:00.000Z","a0758000002kNIAAA2","GBP","4687.5","Item Created"
"a064E000004DRKzQAO","95","2015-09-18T23:00:00.000Z","a0758000002kNI9AAM","GBP","2500","Item Created"
"a064E000004DRL0QAO","98","2014-04-06T23:00:00.000Z","a0758000002kNNlAAM","GBP","320","Item Created"
"a064E000004DRL1QAO","98","2014-04-30T23:00:00.000Z","a0758000002kNNlAAM","GBP","320","Item Created"
"a064E000004DRL2QAO","98","2014-05-31T22:00:00.000Z","a0758000002kNNlAAM","GBP","350","Item Created"
"a064E000004DRL3QAO","98","2014-06-30T22:00:00.000Z","a0758000002kNNlAAM","GBP","350","Item Created"
"a064E000004DRL4QAO","113","2014-04-09T04:00:00.000Z","a0758000002kNHyAAM","USD","120","Item Created"
"a064E000004DRL5QAO","113","2013-08-04T04:00:00.000Z","a0758000002kNJKAA2","USD","100","Item Created"
"a064E000004DRL6QAO","113","2012-12-14T05:00:00.000Z","a0758000002kNHyAAM","USD","100","Item Created"
"a064E000004DRL7QAO","113","2014-12-27T06:00:00.000Z","a0758000002kNHwAAM","USD","60","Item Created"
"a064E000004DRL8QAO","113","2015-11-13T05:00:00.000Z","a0758000002kNDHAA2","USD","110","Item Created"
"a064E000004DRL9QAO","113","2015-12-01T06:00:00.000Z","a0758000002kNNlAAM","USD","85","Item Created"
"a064E000004DRLAQA4","121","2014-04-14T04:00:00.000Z","a0758000002kNGHAA2","USD","32","Item Created"
"a064E000004DRLBQA4","121","2014-05-22T04:00:00.000Z","a0758000002kNGHAA2","USD","25","Item Created"
"a064E000004DRLCQA4","121","2014-12-16T05:00:00.000Z","a0758000002kNNlAAM","USD","25","Item Created"
"a064E000004DRLDQA4","121","2014-12-29T05:00:00.000Z","a0758000002kNDHAA2","USD","30","Item Created"
"a064E000004DRLEQA4","122","2014-04-15T04:00:00.000Z","a0758000002kNM0AAM","USD","50.25","Item Created"
"a064E000004DRLFQA4","122","2014-12-01T05:00:00.000Z","a0758000002kNGHAA2","USD","50","Item Created"
"a064E000004DRLGQA4","122","2015-03-16T04:00:00.000Z","a0758000002kNDHAA2","USD","12.5","Item Created"
"a064E000004DRLHQA4","122","2015-03-16T04:00:00.000Z","a0758000002kNNlAAM","USD","12.5","Item Created"
"a064E000004DRLIQA4","122","2015-03-16T04:00:00.000Z","a0758000002kNGHAA2","USD","12.5","Item Created"
"a064E000004DRLJQA4","122","2015-03-16T04:00:00.000Z","a0758000002kNMyAAM","USD","12.5","Item Created"
"a064E000004DRLKQA4","122","2015-04-16T04:00:00.000Z","a0758000002kNDHAA2","USD","12.5","Item Created"
"a064E000004DRLLQA4","122","2015-04-16T04:00:00.000Z","a0758000002kNNlAAM","USD","12.5","Item Created"
"a064E000004DRLMQA4","122","2015-04-16T04:00:00.000Z","a0758000002kNGHAA2","USD","12.5","Item Created"
"a064E000004DRLNQA4","122","2015-04-16T04:00:00.000Z","a0758000002kNMyAAM","USD","12.5","Item Created"
"a064E000004DRLOQA4","122","2015-04-16T04:00:00.000Z","a0758000002kNL0AAM","USD","50","Item Created"
"a064E000004DRLPQA4","122","2015-06-03T04:00:00.000Z","a0758000002kNLkAAM","USD","50","Item Created"
"a064E000004DRLQQA4","124","2014-12-30T05:00:00.000Z","a0758000002kNHyAAM","USD","6700","Item Created"
"a064E000004DRLRQA4","125","2014-04-13T14:25:02.000Z","a0758000002kNGHAA2","USD","50","Item Created"
"a064E000004DRLSQA4","125","2015-05-03T04:00:00.000Z","a0758000002kNGHAA2","USD","150","Item Created"
"a064E000004DRLTQA4","129","2011-08-02T23:00:00.000Z","a0758000002kNNlAAM","GBP","350","Item Created"
"a064E000004DRLUQA4","129","2012-09-01T23:00:00.000Z","a0758000002kNNlAAM","GBP","204.75","Item Created"
"a064E000004DRLVQA4","129","2013-12-01T00:00:00.000Z","a0758000002kNDHAA2","GBP","828.19","Item Created"
"a064E000004DRLWQA4","129","2013-12-30T00:00:00.000Z","a0758000002kNNlAAM","GBP","172.19","Item Created"
"a064E000004DRLXQA4","129","2013-11-01T00:00:00.000Z","a0758000002kNEUAA2","GBP","12.5","Item Created"
"a064E000004DRLYQA4","129","2013-12-02T00:00:00.000Z","a0758000002kNQGAA2","GBP","10","Item Created"
"a064E000004DRLZQA4","129","2014-12-31T00:00:00.000Z","a0758000002kNDHAA2","GBP","1468.76","Item Created"
"a064E000004DRLaQAO","129","2014-12-31T00:00:00.000Z","a0758000002kNNlAAM","GBP","1468.76","Item Created"
"a064E000004DRLbQAO","130","2014-07-21T21:00:00.000Z","a0758000002kNNlAAM","EUR","1300","Item Created"
"a064E000004DRLcQAO","130","2014-07-21T21:00:00.000Z","a0758000002kNFnAAM","EUR","400","Item Created"
"a064E000004DRLdQAO","130","2014-08-24T21:00:00.000Z","a0758000002kNE4AAM","EUR","100","Item Created"
"a064E000004DRLeQAO","130","2014-10-05T21:00:00.000Z","a0758000002kNCpAAM","EUR","200","Item Created"
"a064E000004DRLfQAO","130","2014-10-10T21:00:00.000Z","a0758000002kNNlAAM","EUR","102.62","Item Created"
"a064E000004DRLgQAO","130","2014-12-30T22:00:00.000Z","a0758000002kNHwAAM","EUR","228.52","Item Created"
"a064E000004DRLhQAO","130","2014-12-30T22:00:00.000Z","a0758000002kNHwAAM","EUR","626.35","Item Created"
"a064E000004DRLiQAO","130","2014-12-30T22:00:00.000Z","a0758000002kNNlAAM","EUR","850","Item Created"
"a064E000004DRLjQAO","130","2015-06-14T21:00:00.000Z","a0758000002kNHLAA2","EUR","820.12","Item Created"
"a064E000004DRLkQAO","130","2015-12-24T22:00:00.000Z","a0758000002kNNlAAM","EUR","1500","Item Created"
"a064E000004DRLlQAO","130","2015-12-24T22:00:00.000Z","a0758000002kNDfAAM","EUR","200","Item Created"
"a064E000004DRLmQAO","130","2015-12-24T22:00:00.000Z","a0758000002kNF9AAM","EUR","697.81","Item Created"
"a064E000004DRLnQAO","130","2015-11-13T22:00:00.000Z","a0758000002kNIFAA2","EUR","50","Item Created"
"a064E000004DRLoQAO","130","2015-01-14T22:00:00.000Z","a0758000002kNDfAAM","EUR","40","Item Created"
"a064E000004DRLpQAO","133","2014-04-13T14:23:15.000Z","a0758000002kNDHAA2","EUR","7.5","Item Created"
"a064E000004DRLqQAO","133","2014-04-13T14:23:15.000Z","a0758000002kNNlAAM","EUR","7.5","Item Created"
"a064E000004DRLrQAO","133","2014-04-13T14:23:15.000Z","a0758000002kNGHAA2","EUR","7.5","Item Created"
"a064E000004DRLsQAO","133","2014-04-13T14:23:15.000Z","a0758000002kNMyAAM","EUR","7.5","Item Created"
"a064E000004DRLtQAO","139","2014-11-20T00:00:00.000Z","a0758000002kNNlAAM","GBP","100","Item Created"
"a064E000004DRLuQAO","139","2014-12-17T00:00:00.000Z","a0758000002kNHwAAM","GBP","100","Item Created"
"a064E000004DRLvQAO","145","2011-12-30T05:00:00.000Z","a0758000002kNDHAA2","USD","3000","Item Created"
"a064E000004DRLwQAO","145","2011-12-31T00:00:00.000Z","a0758000002kNNlAAM","USD","100","Item Created"
"a064E000004DRLxQAO","145","2012-12-31T00:00:00.000Z","a0758000002kNDHAA2","USD","21000","Item Created"
"a064E000004DRLyQAO","145","2012-12-31T00:00:00.000Z","a0758000002kNNlAAM","USD","1000","Item Created"
"a064E000004DRLzQAO","145","2012-12-31T00:00:00.000Z","a0758000002kNGHAA2","USD","100","Item Created"
"a064E000004DRM0QAO","145","2012-12-31T00:00:00.000Z","a0758000002kNM7AAM","USD","200","Item Created"
"a064E000004DRM1QAO","145","2013-05-03T23:00:00.000Z","a0758000002kNPtAAM","USD","1000","Item Created"
"a064E000004DRM2QAO","145","2013-05-03T23:00:00.000Z","a0758000002kNJCAA2","USD","1000","Item Created"
"a064E000004DRM3QAO","145","2013-08-31T23:00:00.000Z","a0758000002kNDHAA2","USD","1265.25","Item Created"
"a064E000004DRM4QAO","145","2013-07-02T23:00:00.000Z","a0758000002kND9AAM","USD","50","Item Created"
"a064E000004DRM5QAO","145","2013-06-04T23:00:00.000Z","a0758000002kNH4AAM","USD","50","Item Created"
"a064E000004DRM6QAO","145","2013-10-08T23:00:00.000Z","a0758000002kNNlAAM","USD","100","Item Created"
"a064E000004DRM7QAO","145","2013-07-10T23:00:00.000Z","a0758000002kNHwAAM","USD","100","Item Created"
"a064E000004DRM8QAO","145","2013-10-13T23:00:00.000Z","a0758000002kNHdAAM","USD","500","Item Created"
"a064E000004DRM9QAO","145","2014-12-31T05:00:00.000Z","a0758000002kNDHAA2","USD","1300","Item Created"
"a064E000004DRMAQA4","145","2014-12-01T05:00:00.000Z","a0758000002kND9AAM","USD","50","Item Created"
"a064E000004DRMBQA4","145","2014-12-01T05:00:00.000Z","a0758000002kNJKAA2","USD","50","Item Created"
"a064E000004DRMCQA4","145","2014-12-01T05:00:00.000Z","a0758000002kNH4AAM","USD","50","Item Created"
"a064E000004DRMDQA4","145","2014-12-01T05:00:00.000Z","a0758000002kNFnAAM","USD","50","Item Created"
"a064E000004DRMEQA4","145","2010-12-01T05:00:00.000Z","a0758000002kNPxAAM","USD","2000","Item Created"
"a064E000004DRMFQA4","145","2015-01-05T05:00:00.000Z","a0758000002kNDHAA2","USD","1000","Item Created"
"a064E000004DRMGQA4","146","2014-04-13T22:00:00.000Z","a0758000002kNMyAAM","EUR","10","Item Created"
"a064E000004DRMHQA4","148","2014-05-16T05:00:00.000Z","a0758000002kNDHAA2","GBP","55","Item Created"
"a064E000004DRMIQA4","148","2014-05-16T05:00:00.000Z","a0758000002kNGHAA2","GBP","55","Item Created"
"a064E000004DRMJQA4","148","2014-04-15T05:00:00.000Z","a0758000002kNDHAA2","GBP","100","Item Created"
